"Year","Season","Stratum","centroid_longitude","centroid_latitude","centroid_latitude_Median","centroid_longitude_Median","centroid_latitude_Quantile_05","centroid_longitude_Quantile_05","centroid_latitude_Quantile_95","centroid_longitude_Quantile_95"
1990,"Fall","BOF",-66.4959186063522,44.3360646236691,44.1177133451741,-66.5108832903915,43.8519800095037,-67.1564047512156,45.0969956001588,-65.4267154059896
1990,"Fall","Browns",-65.6403750419616,42.6850871586192,42.6549382074094,-65.6362809993657,42.1815475586245,-66.6674853026543,43.1555203357117,-64.7736672629209
1990,"Fall","CapeBreton",-59.3152260814514,46.5724222373317,46.7239865743928,-59.4465148428951,45.8454254373275,-60.1159579828367,47.1854124075649,-58.2635873675626
1990,"Fall","CapeCod",-69.8890830733012,42.7811294352137,42.8719211511811,-69.9839171013991,41.8039376748888,-70.5258856716805,43.3825170773669,-69.2362536583164
1990,"Fall","EGOM",-68.205803998089,43.9052234857588,43.9477346156943,-68.0461562391751,43.2136858553709,-69.136389158468,44.2449885709999,-67.4943219521743
1990,"Fall","GBTail",-50.1111250621416,43.2711379797266,43.140342806455,-49.9851760295296,42.7321901905244,-51.6114752225065,44.0329769542696,-49.0546656496736
1990,"Fall","Georges",-66.5433900400305,41.9962713947818,42.094072580743,-66.5018274291466,41.2019126673906,-67.4551992382198,42.283517210913,-65.885538517303
1990,"Fall","GrandBanks",-52.999284764474,44.1841132209522,44.2227785687512,-53.0703343131451,43.5018684505436,-54.1472293979271,44.6995643884739,-52.03063389225
1990,"Fall","Gully",-59.3320425120646,43.9534683712841,44.2597944582447,-59.331858737383,43.1198873961426,-60.5332136417705,44.5076125075161,-57.768050491305
1990,"Fall","HaliChan",-56.1805011396463,45.4278453349972,45.4100435991607,-56.1867972703318,44.9570042783772,-57.1433862629473,46.0902895957157,-55.1519812562252
1990,"Fall","Nantucket",-69.2942284630211,41.1082741129079,41.1474739528289,-69.3350111336847,40.4066975428531,-69.8031537479454,41.6209526403561,-68.8071072678709
1990,"Fall","Sable",-61.8140248589327,43.5041117489945,43.3256297175083,-61.759329923165,42.8396212332491,-62.9586645596442,44.4255234515753,-60.8398970557117
1990,"Spring","BOF",-66.4708931186745,44.357092695439,44.1177133451741,-66.5108832903915,43.8505582431957,-67.1393913630184,45.1028659524296,-65.4188569042561
1990,"Spring","Browns",-65.6043554240312,42.6813172896761,42.6331449347583,-65.6362809993657,42.1795674030848,-66.6598010179761,43.157808056196,-64.7676869233821
1990,"Spring","CapeBreton",-59.3270575349842,46.598054995646,46.7323501720732,-59.4568301808487,45.8472086040506,-60.1159579828367,47.1856959175013,-58.1134871792942
1990,"Spring","CapeCod",-69.8390493927595,42.7659179607699,42.8371283698868,-69.8251198039507,41.811282073524,-70.5253660036601,43.3649749767224,-69.2362741653132
1990,"Spring","EGOM",-68.3256075277378,43.8237560283303,43.9165864225712,-68.3518390156365,43.1124387454532,-69.1852134973608,44.2407631671786,-67.5045060217727
1990,"Spring","GBTail",-49.9242939231434,43.4379304340341,43.2471033111952,-49.4526629095083,42.7321901905244,-51.6072291849377,44.7629221780946,-48.9272850520682
1990,"Spring","Georges",-66.4841173308372,41.986895478253,42.094072580743,-66.4685598725771,41.1765675370073,-67.4604113659754,42.2737253497509,-65.8979177309639
1990,"Spring","GrandBanks",-53.0400585526567,44.2472814554421,44.2331108835562,-53.0703343131451,43.5037208475031,-54.1162863664886,44.9004618745756,-52.1082363986764
1990,"Spring","Gully",-59.3930749459152,43.8676508952476,43.822684568829,-59.3408063900826,43.1198873961426,-60.5354350776125,44.5070165786258,-57.7682969996509
1990,"Spring","HaliChan",-56.1533119874234,45.4178152219324,45.4064203060693,-56.1867972703318,44.9565584281546,-57.1432408829436,46.0902268684544,-55.1669105224012
1990,"Spring","Nantucket",-69.310434830383,40.9591265017722,40.927461945903,-69.3350111336847,40.223508434649,-69.9740593533135,41.6201396129339,-68.7845217074612
1990,"Spring","Sable",-61.9686275855877,43.4617520829726,43.3256297175083,-62.0663372236763,42.8309059111838,-62.9683166606507,44.3484779689042,-60.8458104419482
1990,"Summer","BOF",-66.5243217143707,44.2371222015975,44.1177133451741,-66.5108832903915,43.851115688736,-67.1185110282028,45.0452802947637,-65.6962098533739
1990,"Summer","Browns",-65.5445341927831,42.5976089760701,42.5630647695105,-65.6057077217436,42.1744757830454,-66.5721426078366,43.114581264928,-64.7742079013726
1990,"Summer","CapeBreton",-59.2748354668705,46.584962757982,46.7239865743928,-59.4262526687533,45.8484041399761,-60.1159579828367,47.1856813145403,-58.113695903416
1990,"Summer","CapeCod",-69.8838650540358,42.7706135437821,42.8719211511811,-69.9373874721258,41.8069050986986,-70.5354789042815,43.3886168355721,-69.2279880617349
1990,"Summer","EGOM",-68.2774183846298,43.8653886459095,43.9477346156943,-68.3518390156365,43.1984646170048,-69.1682742987578,44.2420143759195,-67.5044127279246
1990,"Summer","GBTail",-49.7053466200392,43.5324081506278,43.5656892995418,-49.3968053110204,42.7322548111457,-51.5970681633391,44.6924003315704,-48.9371867888255
1990,"Summer","Georges",-66.3916942321507,41.9994625652389,42.1186081015542,-66.2034830599373,41.1867945340494,-67.4543702239414,42.2617437084415,-65.8910166163903
1990,"Summer","GrandBanks",-53.0403821599394,44.2618871013727,44.2331108835562,-53.0703343131451,43.4996585147772,-54.1196268162882,44.9212248617901,-51.984452486514
1990,"Summer","Gully",-59.3184184050777,43.9959324054553,44.2597944582447,-59.331858737383,43.1198873961426,-60.5313920581874,44.5075763688169,-57.7681974207127
1990,"Summer","HaliChan",-56.3839560254197,45.5282524052396,45.6313749618163,-56.4990635862829,44.9575763801477,-57.1683481943319,46.0904927355345,-55.7916835185046
1990,"Summer","Nantucket",-69.3223482183108,40.9728928004266,40.927461945903,-69.3350111336847,40.2290773833169,-69.9481335675692,41.6174862232539,-68.7962987614471
1990,"Summer","Sable",-62.0888842562185,43.4877313031785,43.4727991071168,-62.1232739409559,42.8520028420944,-62.9538453995731,44.3000521998807,-61.0440881851889
1991,"Fall","BOF",-66.4630215537759,44.3764872830923,44.1177133451741,-66.5108832903915,43.8524391884351,-67.1436845471797,45.1025261233873,-65.4186194513698
1991,"Fall","Browns",-65.5990844316597,42.7019544928504,42.6549382074094,-65.6362809993657,42.1864017705136,-66.6576666069873,43.1611407557277,-64.7668109942521
1991,"Fall","CapeBreton",-59.3152993085124,46.5714411077124,46.7239865743928,-59.4465148428951,45.8453622486763,-60.1159579828367,47.1853973498482,-58.2862697469068
1991,"Fall","CapeCod",-69.9221440875147,42.8569826947257,43.0562026451073,-70.030971130529,41.8184491052397,-70.5175440926727,43.4044913389031,-69.2524115484858
1991,"Fall","EGOM",-68.2607322030437,43.8865418496751,43.9477346156943,-68.3518390156365,43.2155251310285,-69.1575133812897,44.2416475267178,-67.5078376581571
1991,"Fall","GBTail",-49.9125034461855,43.4225653057987,43.2313398762246,-49.7575679799982,42.7321901905244,-51.6015682653774,44.7560719032205,-48.9282468762669
1991,"Fall","Georges",-66.5141404398441,41.9316313117564,42.094072580743,-66.5018274291466,41.135018613076,-67.4818544446422,42.2803659640607,-65.8842495315812
1991,"Fall","GrandBanks",-53.1212287308422,44.2982431864438,44.4473209332081,-53.3406112864763,43.5018739956629,-54.1989243493154,44.9138289224623,-52.0170965150077
1991,"Fall","Gully",-59.390709751713,43.9480861174381,44.2597944582447,-59.331858737383,43.1198873961426,-60.5328162860574,44.4939170395923,-57.7689146017252
1991,"Fall","HaliChan",-56.4343304699011,45.5163863378405,45.6268236865802,-56.5010725964385,44.956725966125,-57.2371006446552,46.0906071546544,-55.5844564808403
1991,"Fall","Nantucket",-69.2454508922931,41.1199209458197,41.1474739528289,-69.2933617224304,40.4304411134194,-69.7987853356144,41.6271712846771,-68.7891457719352
1991,"Fall","Sable",-61.8027699063299,43.5232006007034,43.3256297175083,-61.759329923165,42.8348227560386,-62.970992935778,44.4280004392721,-60.8420274542322
1991,"Spring","BOF",-66.4817890769275,44.3323649406652,44.1177133451741,-66.5108832903915,43.8505098909259,-67.1412147531774,45.0994967286242,-65.4231960652556
1991,"Spring","Browns",-65.6197926430414,42.7055627887051,42.6549382074094,-65.6362809993657,42.1801555808105,-66.7017332594966,43.173649081158,-64.7626268804703
1991,"Spring","CapeBreton",-59.2775360209004,46.5479829900019,46.5214478206386,-59.4262526687533,45.8454919138205,-60.1159579828367,47.1854516102415,-58.1631052258019
1991,"Spring","CapeCod",-69.8663247148001,42.7689443944151,42.8719211511811,-69.8251198039507,41.801261667323,-70.5188614191109,43.3897048609132,-69.2303151876452
1991,"Spring","EGOM",-68.2323700927035,43.8826201233842,43.9477346156943,-68.2676806586745,43.2064140231933,-69.1502592005311,44.2409666112116,-67.5013303957815
1991,"Spring","GBTail",-49.902997037903,43.3908426603988,43.2147618047619,-49.4526629095083,42.7321901905244,-51.606071493223,44.7585468237685,-48.9278993809449
1991,"Spring","Georges",-66.6233624114332,41.9395463230006,42.0687742053596,-66.5018274291466,41.1574550134816,-67.507340259014,42.2772705690483,-65.8919709390337
1991,"Spring","GrandBanks",-53.1573346580375,44.2600632855441,44.2331108835562,-53.0852081781765,43.5042877061954,-54.1700754889159,44.8991870606714,-52.171264290033
